downtime_id;production_order_id;tube_line_id;shift;start_date;end_date;duration_min;machine;category;description
6016;20047898;2;Nachtschicht;05.04.2023 23:51;06.04.2023 02:09;138;TL;Rüsten / Nachjustieren;15:16 ⏰ 3-2 - -O-G-V-M- - - -PackCode
6017;20048518;2;Nachtschicht;06.04.2023 02:57;06.04.2023 03:25;28;HM;Tuben entladen / Transport;Störung Doppel Tuben in Transportschalen Entladekette zu Packmaschine Neu einstellen( Kette überspringen ) ER und SL an Linie. 
6018;20048518;2;Frühschicht;06.04.2023 06:31;06.04.2023 07:40;69;TL;Rüsten / Nachjustieren;08:25 ⏰ 1-4 - - - - - - - - -
6019;20048518;2;Frühschicht;06.04.2023 09:11;06.04.2023 09:18;6;NH;Tuben entladen;Tuben übergabe nicht gut viele doppeltuben Ivan und Taurean an Linie info schichtleiter Transportband einstellen
6020;20048518;2;Frühschicht;06.04.2023 09:21;06.04.2023 09:49;28;HM;Tuben entladen / Transport;Tuben übergabe nicht gut viele doppeltuben Ivan und Taurean an Linie info schichtleiter Transportband einstellen
6021;20047896;2;Frühschicht;06.04.2023 10:50;06.04.2023 11:04;14;HM;Hopper / Verschlusszufuhr;Verschlusszufuhr A Einrichter an Linie
6022;20047896;2;Frühschicht;06.04.2023 12:48;06.04.2023 13:07;19;SS;Schweissnaht/-Band;Schwarze schweissnaht, Dornlager defekt ersetzen, Speicher Leer Einrichter an Linie
6023;20047896;2;Spätschicht;06.04.2023 14:38;06.04.2023 15:00;22;HM;Verschlussposition Kamera (Pos 6);Kamera neu einstellen 
6024;20047896;2;Spätschicht;06.04.2023 15:19;06.04.2023 19:34;255;TL;Rüsten / Nachjustieren;18:25 ⏰ 4-5 -L- - - -M- - - -PackCode (1.5h Rep. Farbwerk Nr.6 Antriebsriemen)
6025;20048138;2;Nachtschicht;06.04.2023 22:35;07.04.2023 00:24;109;TL;Rüsten / Nachjustieren;00:55 ⏰ 5-4 - - - - - - - - -
6026;20048138;2;Nachtschicht;07.04.2023 01:11;07.04.2023 01:19;8;NH;Spritzen;Ölniveau zu tief
6027;20048138;2;Nachtschicht;07.04.2023 03:09;11.04.2023 08:24;6075;TL;Rüsten / Nachjustieren;06:31 ⏰ 4-4 -L- -G-V- - - -Hopper-PackCode
6028;20048135;2;Frühschicht;11.04.2023 08:28;11.04.2023 08:43;16;TL;Rüsten / Nachjustieren;HM: einrichten ER an Linie.
6029;20048137;2;Frühschicht;11.04.2023 10:40;11.04.2023 10:47;8;TL;Sonstiges => Kommentar machen;Mini-Opti-Maxi.
6030;20048137;2;Frühschicht;11.04.2023 10:51;11.04.2023 12:05;74;TL;Rüsten / Nachjustieren;12:31 ⏰ 4-2 - - - - - - - - -
6031;20048137;2;Frühschicht;11.04.2023 12:59;11.04.2023 13:09;10;SS;Schweissnaht/-Band;Schweissnaht nicht i.o 5 Tray weggeschmissen. Info TL .
6032;20048137;2;Spätschicht;11.04.2023 14:04;11.04.2023 14:27;22;SS;Schweissnaht/-Band;Innenband ersetzen, neue grundeeinstellung, Speicher Leer
6033;20048137;2;Spätschicht;11.04.2023 14:40;11.04.2023 15:50;70;TL;Rüsten / Nachjustieren;16:19 ⏰ 1-3 - - - - - - - - -
6034;20048137;2;Spätschicht;11.04.2023 16:05;11.04.2023 16:19;14;DM;Technischer Defekt/Reparatur;FW5 Metalabrieb Mech an Linie reperatur....
6035;20048137;2;Spätschicht;11.04.2023 20:26;11.04.2023 20:35;9;SS;Schweissnaht/-Band;Innenband ersetzen speicher Leer, Bändeli Qualität nicht gut alle 4 Stunden bricht Sie und muss ersetzt werden
6036;20048137;2;Spätschicht;11.04.2023 21:45;11.04.2023 22:10;26;SS;Schweissnaht/-Band;Schwarze schweissnaht Innenband ersetzen Speicher Leer
6037;20048197;2;Nachtschicht;12.04.2023 00:57;12.04.2023 01:07;10;NH;Formatteile / Werkzeuge;"Station 3
"
6038;20048197;2;Nachtschicht;12.04.2023 04:13;12.04.2023 04:32;19;SS;Schweissnaht/-Band;Innenband ersetzt - Schmutzige Schweissnaht 
6039;20048196;2;Nachtschicht;12.04.2023 04:48;12.04.2023 05:39;52;SS;Schweissnaht/-Band;Schweissnaht Probleme 
6040;20048196;2;Frühschicht;12.04.2023 06:34;12.04.2023 07:56;83;TL;Rüsten / Nachjustieren;08:39 ⏰ 3-4 - - - - - - - - -
6041;20048394;2;Frühschicht;12.04.2023 09:41;12.04.2023 14:32;291;TL;Rüsten / Nachjustieren;13:55 ⏰ 4-4 -L-O-G-V- -D- -Hopper-PackCode
6042;20048394;2;Spätschicht;12.04.2023 17:39;12.04.2023 18:21;42;PM;Technischer Defekt/Reparatur;Transportschallenkette aus der zahnrad ausgesprungen info schichtleiter Mechanicker und Einrichter an Linie
6043;20048394;2;Spätschicht;12.04.2023 18:26;12.04.2023 18:37;11;HM;Tuben entladen / Transport;Trasportschallenübergabe nicht io kette richten mech. und Einrichter an Linie
6044;20048394;2;Spätschicht;12.04.2023 19:33;12.04.2023 19:39;6;HM;Tuben entladen / Transport;übergabe nicht io, immer wieder doppel tube in schale einrichter und Mech. an Linie
6045;20048394;2;Spätschicht;12.04.2023 19:53;12.04.2023 20:15;22;HM;Tuben entladen / Transport;übergabe nicht io, immer wieder doppel tube in schale einrichter und Mech  an Linie
6046;20048394;2;Spätschicht;12.04.2023 20:26;12.04.2023 20:31;6;HM;Tuben entladen / Transport;übergabe nicht io, immer wieder doppel tube in schale einrichter und Mech. an Linie
6047;20048394;2;Spätschicht;12.04.2023 21:08;12.04.2023 21:19;10;HM;Tuben entladen / Transport;übergabe nicht io, immer wieder doppel tube in schale einrichter und Mech. an Linie
6048;20048394;2;Spätschicht;12.04.2023 21:25;12.04.2023 21:34;9;HM;Tuben entladen / Transport;übergabe nicht io, immer wieder doppel tube in schale einrichter und Mech. an Linie
6049;20048394;2;Spätschicht;12.04.2023 21:42;12.04.2023 21:49;7;HM;Tuben entladen / Transport;übergabe nicht io, immer wieder doppel tube in schale einrichter und Mech. an Linie
6050;20048394;2;Nachtschicht;12.04.2023 22:06;12.04.2023 22:21;15;HM;Tuben laden;übergabe nicht io, immer wieder doppel tube in schale einrichter und Mech. an Linie
6051;20048394;2;Nachtschicht;12.04.2023 22:28;12.04.2023 23:01;33;HM;Tuben laden;Übergabe Probleme - Doppeltuben in Schale 
6052;20048394;2;Nachtschicht;12.04.2023 23:13;12.04.2023 23:29;16;HM;Tuben laden;Übergabe Probleme - Doppeltuben in Schale 
6053;20048394;2;Nachtschicht;13.04.2023 00:09;13.04.2023 00:26;17;HM;Tuben laden;Übergabe Probleme - Doppeltuben in Schale
6054;20048394;2;Nachtschicht;13.04.2023 02:34;13.04.2023 03:02;28;HM;Tuben laden;Übergabe Probleme - Doppeltuben in Schale
6055;20048394;2;Nachtschicht;13.04.2023 03:02;13.04.2023 03:18;16;HM;Tuben laden;Übergabe Probleme - Doppeltuben in Schale 
6056;20048394;2;Nachtschicht;13.04.2023 04:38;13.04.2023 04:44;6;HM;Tuben laden;Übergabe Probleme - Doppeltuben in Schale
6057;20048394;2;Nachtschicht;13.04.2023 04:51;13.04.2023 05:03;12;HM;Tuben laden;Übergabe Probleme - Doppeltuben in Schale 
6058;20048394;2;Nachtschicht;13.04.2023 05:26;13.04.2023 05:32;6;HM;Tuben laden;Übergabe Probleme - Doppeltuben in Schale 
6059;20048394;2;Frühschicht;13.04.2023 06:18;13.04.2023 06:36;18;HM;Technischer Defekt/Reparatur;Tubentransport Übergabeprobleme, Doppeltube in Schale, Einrichter an Linie.
6060;20048394;2;Frühschicht;13.04.2023 07:09;13.04.2023 08:33;85;HM;Technischer Defekt/Reparatur;Fehlersuche Tubenübergabe, Einrichter und Mechaniker an Linie, Kupplung ersetzt, diverse Einstellungen.
6061;20048394;2;Frühschicht;13.04.2023 08:35;13.04.2023 08:44;8;HM;Technischer Defekt/Reparatur;Fehlersuche Tubenübergabe, Einrichter und Mechaniker an Linie, Kupplung ersetzt, diverse Einstellungen.
6062;20048394;2;Frühschicht;13.04.2023 10:25;13.04.2023 10:34;9;HM;Technischer Defekt/Reparatur;Fehlersuche Tubenübergabe
6063;20048394;2;Frühschicht;13.04.2023 10:42;13.04.2023 10:55;13;HM;Technischer Defekt/Reparatur;Fehlersuche Tubenübergabe
6064;20048394;2;Frühschicht;13.04.2023 11:01;13.04.2023 12:00;59;HM;Technischer Defekt/Reparatur;Antriebsmotor Tubenübergabe HM/PM ersetzen, Mechaniker, Elektriker an Linie.
6065;20048394;2;Frühschicht;13.04.2023 12:01;13.04.2023 12:08;7;HM;Technischer Defekt/Reparatur;Antriebsmotor Tubenübergabe HM/PM ersetzen, Mechaniker, Elektriker an Linie.
6066;20048394;2;Frühschicht;13.04.2023 12:20;13.04.2023 12:28;8;HM;Technischer Defekt/Reparatur;Antriebsmotor Tubenübergabe HM/PM ersetzen, Mechaniker, Elektriker an Linie.
6067;20048394;2;Frühschicht;13.04.2023 12:41;13.04.2023 12:48;6;HM;Technischer Defekt/Reparatur;Fehlersuche bisher ohne Erfolg, Ivan M. an HM, weitere Fehlersuche / Versuche.
6068;20048394;2;Frühschicht;13.04.2023 12:53;13.04.2023 13:00;6;HM;Technischer Defekt/Reparatur;Fehlersuche bisher ohne Erfolg, Ivan M. an HM, weitere Fehlersuche / Versuche.
6069;20048394;2;Frühschicht;13.04.2023 13:37;13.04.2023 14:12;35;HM;Technischer Defekt/Reparatur;Fehlersuche bisher ohne Erfolg, Ivan M. an HM, weitere Fehlersuche / Versuche. Mechaniker an Linie.
6070;20048394;2;Spätschicht;13.04.2023 18:41;13.04.2023 18:47;6;NH;Hopper / Rumpfzufuhr;Hopper Leer.
6071;20048394;2;Spätschicht;13.04.2023 20:20;13.04.2023 20:30;10;NH;Hopper / Rumpfzufuhr;SS - Takt 250 T/min. NH Hopper Leer.
6072;20048394;2;Nachtschicht;13.04.2023 22:02;13.04.2023 22:13;11;SS;Rumpfschneiden;"Speicher leer
"
6073;20048394;2;Nachtschicht;14.04.2023 00:13;14.04.2023 00:38;25;SS;Schweissnaht/-Band;Innenband ersetz - Speicher  leer
6074;20048394;2;Nachtschicht;14.04.2023 03:22;14.04.2023 03:33;10;SS;Rumpfschneiden;Speicher leer
6075;20048394;2;Nachtschicht;14.04.2023 03:45;14.04.2023 03:52;7;SS;Rumpfschneiden;Speicher leer 
6076;20048394;2;Nachtschicht;14.04.2023 04:50;14.04.2023 04:57;7;DM;Druck;Neue Gummitücher aufgelegt 
6077;20048394;2;Frühschicht;14.04.2023 06:21;14.04.2023 06:34;13;DM;Druck;Horizontale Streifenbildung im Irisdruck, E. Wyder mit an Linie, diverse Einstellungen u.a. Auftragswalzen getauscht.
6078;20048394;2;Frühschicht;14.04.2023 08:06;14.04.2023 08:12;6;NH;Formatteile / Werkzeuge;Gewindefeder ersetzt
6079;20048394;2;Frühschicht;14.04.2023 10:46;14.04.2023 10:54;8;TL;Sonstiges => Kommentar machen;Roboterstörung, Hauptschalter betätigt, Einrichter an Linie.
6080;20048394;2;Frühschicht;14.04.2023 11:44;14.04.2023 11:51;7;SS;Rumpfschneiden;SS Takt 250 St./min. , Rumpfspeicher leer.
6081;20048394;2;Frühschicht;14.04.2023 12:06;14.04.2023 12:13;7;SS;Schweissnaht/-Band;Innenband ersetzen
6082;20048394;2;Frühschicht;14.04.2023 12:58;14.04.2023 13:05;7;NH;Spritzen;Station 4 , Störung Arburg.
6083;20048394;2;Frühschicht;14.04.2023 13:07;14.04.2023 13:16;9;NH;Spritzen;Station 4 , Störung Arburg.
6084;20048394;2;Spätschicht;14.04.2023 16:40;14.04.2023 16:51;12;NH;Hopper / Rumpfzufuhr;Speicher Leer+Clichés-Gummi+Trommel reinigen
6085;20048394;2;Spätschicht;14.04.2023 18:09;14.04.2023 18:16;8;NH;Hopper / Rumpfzufuhr;Speicher Leer+Gummi erst.
6086;20048394;2;Spätschicht;14.04.2023 19:21;14.04.2023 19:28;6;NH;Spritzen;NH Störung . St.4 Sensor wackel kontakt
6087;20048394;2;Nachtschicht;14.04.2023 22:08;14.04.2023 22:19;12;TL;Sonstiges => Kommentar machen;SS: Speicher Leer, SS Takt 250/min
6088;20048394;2;Nachtschicht;15.04.2023 05:44;15.04.2023 05:52;8;NH;Formatteile / Werkzeuge;NH abgestellt während dem laufen ohne fehler, kann nicht gestartet werden Hauptschalter Aus/Ein
6089;20048394;2;Spätschicht;15.04.2023 14:12;15.04.2023 14:17;6;TL;Geplante Wartung;IPC Kontrolle
6090;20048394;2;Spätschicht;15.04.2023 20:25;15.04.2023 20:34;9;SS;Schweissnaht/-Band;Innenband erst
6091;20048394;2;Nachtschicht;16.04.2023 00:07;16.04.2023 00:15;8;SS;Rumpfschneiden;Bryermesser ersetzen, Speicher Leer
6092;20048394;2;Nachtschicht;16.04.2023 02:39;16.04.2023 10:33;474;NH;Technischer Defekt/Reparatur;Ausgleicherbolzen gebrochen, Einrichter und Schichtleiter an Linie, kein Ersatzbolzen
6093;20048394;2;Frühschicht;16.04.2023 10:42;16.04.2023 10:54;12;TL;Rüsten / Nachjustieren;klein eins.bei linie starten
6094;20048394;2;Frühschicht;16.04.2023 11:42;16.04.2023 11:48;6;TL;Rüsten / Nachjustieren;klein eins.bei linie starten
6095;20048394;2;Nachtschicht;16.04.2023 22:55;16.04.2023 23:00;6;TL;Sonstiges => Kommentar machen;SS: Rumpfspeicher Leer, DM: (GT & Klische reinigen)
6096;20048394;2;Nachtschicht;16.04.2023 23:09;16.04.2023 23:20;10;HM;Tuben entladen / Transport;Transportschallen reinigen
6097;20048394;2;Nachtschicht;17.04.2023 05:17;17.04.2023 05:25;8;SS;Schweissnaht/-Band;Innenband ersetzen Speicher Leer
6098;20048394;2;Frühschicht;17.04.2023 09:07;17.04.2023 09:12;6;SS;Laminatqualität;SS SPEICHER LEER
6099;20048394;2;Frühschicht;17.04.2023 10:08;20.04.2023 21:35;5007;TL;Kein Auftrag;Linienstillstand
6100;20048537;2;Spätschicht;20.04.2023 21:39;20.04.2023 23:13;95;DM;Druck;Probleme mit Rosa Farbe. Rosa Farbe wir schmutzig. DFS an Linie. Info TL.
6101;20048537;2;Nachtschicht;20.04.2023 23:26;20.04.2023 23:36;10;HM;Tuben entladen / Transport;HM - Doppel Tube in die Schalle.
6102;20048537;2;Nachtschicht;20.04.2023 23:38;21.04.2023 00:05;27;DM;Druck;FW 7 verschiebt sich Axial, und dadurch passer nicht I.O. Rosa Farbe wird smutzig. FW 7 gewechselt auf FW 5. DFS und TL an Linie.
6103;20048537;2;Nachtschicht;21.04.2023 02:08;21.04.2023 02:18;10;HM;Aufschrauben / Aufprellen;HM - Abrieb auf Verschlus. TL und ER an Linie.
6104;20048537;2;Frühschicht;21.04.2023 09:02;21.04.2023 09:09;6;SS;Ummantelung/Extruden;Material Abriss ss abgestellt, Speicher Leer
6105;20048467;2;Frühschicht;21.04.2023 10:17;21.04.2023 10:29;12;SS;Schweissnaht/-Band;Innenband ersetzen Speicher Leer.
6106;20048467;2;Frühschicht;21.04.2023 10:44;21.04.2023 10:51;7;NH;Hopper / Rumpfzufuhr;Rumpfeingeklemmt.....
6107;20048465;2;Spätschicht;21.04.2023 15:54;21.04.2023 17:15;81;TL;Rüsten / Nachjustieren;18:17 ⏰ 4-3 -L- - - - - - - -PackCode
6108;20048465;2;Spätschicht;21.04.2023 19:05;21.04.2023 20:11;66;TL;Rüsten / Nachjustieren;20:37 ⏰ 3-2 - - - - - - - - -
6109;20048465;2;Nachtschicht;21.04.2023 22:18;21.04.2023 22:24;6;HM;Aufschrauben / Aufprellen;Verschluss in Nachziehstat C verklemmt
6110;20048781;2;Nachtschicht;22.04.2023 03:09;22.04.2023 03:26;17;NH;Technischer Defekt/Reparatur;"Stoppt ohne Fehlermeldung - Aus-, und wieder Einschalten. - Info SL 
"
6111;20048781;2;Frühschicht;22.04.2023 07:13;22.04.2023 10:02;169;TL;Rüsten / Nachjustieren;11:56 ⏰ 2-5 -L-O-G-V-M- - -Hopper-PackCode
6112;20048781;2;Frühschicht;22.04.2023 10:04;22.04.2023 10:12;8;TL;Rüsten / Nachjustieren;
6113;20048781;2;Frühschicht;22.04.2023 13:04;24.04.2023 06:43;2499;TL;Kein Auftrag;Linie abstellen
6114;20048779;2;Frühschicht;24.04.2023 07:54;24.04.2023 08:05;11;SS;Ummantelung/Extruden;Materialabriss. 
6115;20048779;2;Frühschicht;24.04.2023 08:21;24.04.2023 09:56;95;TL;Rüsten / Nachjustieren;10:01 ⏰ 5-2 - - - - -M- - - -
6116;20048681;2;Frühschicht;24.04.2023 11:09;24.04.2023 11:57;48;SS;Schweissnaht/-Band;Innenband ersetzen-Materialabriss-Vakuumtankprobleme+ Breyer aus und einschalten ER an Linie.
6117;20049352;2;Spätschicht;24.04.2023 14:30;25.04.2023 00:30;601;TL;Rüsten / Nachjustieren;17:50 ⏰ 2-2 X-L-O-G-V-M-D- -Hopper-PackCode
6118;20049352;2;Nachtschicht;25.04.2023 01:07;25.04.2023 01:13;6;HM;Aufschrauben / Aufprellen;Einrichter an Linie, diverse Einstellungen HM .
6119;20049352;2;Nachtschicht;25.04.2023 01:38;25.04.2023 01:47;9;HM;Tuben entladen / Transport;Entladeprobleme Station C , Abnahmekontrolle vom Dorn C ,  Überlast Nachziehstation C , HM läuft mit 96 T/min, Dorn A.
6120;20049352;2;Nachtschicht;25.04.2023 01:53;25.04.2023 01:59;6;HM;Tuben entladen / Transport;Entladeprobleme Station C , Abnahmekontrolle vom Dorn C , Überlast Nachziehstation C , HM läuft mit 96 T/min, Dorn A.
6121;20049352;2;Nachtschicht;25.04.2023 02:22;25.04.2023 02:32;10;NH;Spritzen;Einrichter an Linie, Öl Arburg auffüllen.
6122;20049352;2;Frühschicht;25.04.2023 07:36;25.04.2023 08:08;32;SS;Schweissnaht/-Band;Innenband erst. Rumpf Struktur nicht i.o SS Startprobleme ER an Linie. Info TL.
6123;20049352;2;Frühschicht;25.04.2023 09:32;25.04.2023 09:37;6;NH;Hopper / Rumpfzufuhr;Rumpfzufuhr.
6124;20049352;2;Frühschicht;25.04.2023 11:09;25.04.2023 11:14;6;NH;Formatteile / Werkzeuge;Ventil erst. ER an Linie.
6125;20049352;2;Frühschicht;25.04.2023 12:04;25.04.2023 12:21;18;SS;Ummantelung/Extruden;SS Struktur nicht Optimal ER an Linie. Speicher Leer.
6126;20049352;2;Frühschicht;25.04.2023 12:38;25.04.2023 12:52;14;SS;Ummantelung/Extruden;SS Struktur nicht Optimal ER an Linie.
6127;20049352;2;Frühschicht;25.04.2023 12:56;25.04.2023 13:25;28;SS;Ummantelung/Extruden;SS Struktur nicht Optimal ER an Linie. Speicher Leer.
6128;20048983;2;Spätschicht;25.04.2023 14:08;25.04.2023 14:20;12;NH;Tuben entladen;Tube hochgezogen
6129;20048983;2;Spätschicht;25.04.2023 14:51;25.04.2023 14:58;7;NH;Formatteile / Werkzeuge;Station 3 Stösselüberwachung, Tube hochgezogen
6130;20048983;2;Spätschicht;25.04.2023 15:14;25.04.2023 15:20;6;NH;Formatteile / Werkzeuge;Station 3 Stösselüberwachung
6131;20048983;2;Spätschicht;25.04.2023 19:26;26.04.2023 00:27;301;TL;Rüsten / Nachjustieren;01:05 ⏰ 2-4 X-L-O-G-V-M- - -Hopper-PackCode
6132;20048983;2;Nachtschicht;26.04.2023 00:56;26.04.2023 03:25;149;NH;Technischer Defekt/Reparatur;Ausgleicher Bolzen 8 gebrochen, Einrichter und Teamleiter an Linie, ab ca. 2.30 Uhr Mechaniker , Reparatur ohne Erfolg, Produktion mit einer Düse weniger ( 11 von 12 ), Lücken im Speicher von Hand auffüllen so gut es geht, viele Lücken und dadurch viel Ausschuss, Druck nicht stabil. 
6133;20048984;2;Nachtschicht;26.04.2023 04:11;26.04.2023 04:21;10;DM;Druck; Lücken im Speicher von Hand auffüllen so gut es geht, viele Lücken und dadurch viel Ausschuss, Druck nicht stabil. 
6134;20048984;2;Nachtschicht;26.04.2023 04:41;26.04.2023 04:49;8;DM;Druck;Lücken im Speicher von Hand auffüllen so gut es geht, viele Lücken und dadurch viel Ausschuss, Druck nicht stabil. 
6135;20048984;2;Frühschicht;26.04.2023 06:29;26.04.2023 10:06;218;TL;Rüsten / Nachjustieren;09:11 ⏰ 4-2 -L- - - -M- - - -PackCode  ( Ab 08:15 Mechaniker-Elektriker an Linie+Station 4 Sensor einstellen U&R gebrochene Bolzen ersetzen. )
6136;20048984;2;Frühschicht;26.04.2023 10:07;26.04.2023 10:18;11;NH;Technischer Defekt/Reparatur;Station 4 Sensor einstellen Elektriker an Linie.
6137;20048984;2;Frühschicht;26.04.2023 10:24;26.04.2023 10:48;24;NH;Technischer Defekt/Reparatur;Station 4 Sensor einstellen U&R.
6138;20048984;2;Frühschicht;26.04.2023 10:53;26.04.2023 12:19;86;NH;Technischer Defekt/Reparatur;Station 4 Sensor einstellen Elektriker an Linie.
6139;20048984;2;Frühschicht;26.04.2023 12:55;26.04.2023 13:01;6;NH;Hopper / Rumpfzufuhr;Speicher Leer.
6140;20048683;2;Spätschicht;26.04.2023 16:07;26.04.2023 16:37;30;DM;Technischer Defekt/Reparatur;Zange 3 Defekt info Schichtleiter Mechanicker an Linie
6141;20048683;2;Spätschicht;26.04.2023 18:53;27.04.2023 00:41;348;TL;Rüsten / Nachjustieren;23:24 ⏰ 2-6 -L-O-G-V-M-D-W-Hopper-PackCode
6142;20048842;2;Nachtschicht;27.04.2023 01:04;27.04.2023 01:17;12;HM;Tuben entladen / Transport;Einrichter und Teamleiter an Linie, Schalentransport Tubenübergabe einstellen, mehrere Transportschalen ersetzt.
6143;20049348;2;Nachtschicht;27.04.2023 03:02;27.04.2023 03:08;6;NH;Formatteile / Werkzeuge;Kernstück polieren
6144;20049348;2;Nachtschicht;27.04.2023 03:34;27.04.2023 04:02;28;NH;Abblasen;NH: Tube hochgezogen durch verletztes Ventil und Gewinde, dann Station 3 Stösselüberwachung, Folgefehler Abblasprobleme, Einrichter an Linie.
6145;20049348;2;Nachtschicht;27.04.2023 05:00;27.04.2023 05:09;10;NH;Spritzen;NH bleibt stehen zum wiederholten Mal ohne Fehlermeldung, danach ganzer Block nicht gespritzt.
6146;20049348;2;Frühschicht;27.04.2023 07:43;27.04.2023 08:40;56;TL;Rüsten / Nachjustieren;10:04 ⏰ 6-4 - - - - - - - - -
6147;20048841;2;Frühschicht;27.04.2023 13:50;27.04.2023 14:05;15;SS;Schweissnaht/-Band;Innenband ersetzen Abrrieb in schweissnaht
6148;20048841;2;Spätschicht;27.04.2023 16:50;27.04.2023 17:32;42;TL;Rüsten / Nachjustieren;18:24 ⏰ 1-2 - - - - - - - - -
6149;20049346;2;Nachtschicht;28.04.2023 00:48;28.04.2023 02:09;80;TL;Rüsten / Nachjustieren;03:21 ⏰ 2-6 - - - - - - - - -
6150;20049346;2;Nachtschicht;28.04.2023 03:38;28.04.2023 04:05;28;PM;Technischer Defekt/Reparatur;Leimgerät Bodenbildstation funktioniert nicht, Teamleiter an Linie, Fehlersuche , Leimpumpe läuft nicht.
6151;20049346;2;Nachtschicht;28.04.2023 04:15;28.04.2023 04:30;14;PM;Technischer Defekt/Reparatur;Leimdüse durch Teamleiter ersetzt.
6152;20049349;2;Frühschicht;28.04.2023 13:30;28.04.2023 13:49;18;NH;Technischer Defekt/Reparatur;Kühlwasser in Tube Block Nr. 5 (Ständer 58) gewechselt+ Rumpfüberwachung nicht im Position ER an Linie Info TL.
6153;20048982;2;Spätschicht;28.04.2023 14:45;28.04.2023 15:36;52;TL;Rüsten / Nachjustieren;17:37 ⏰ 1-6 - - - - - - - - -
6154;20048982;2;Spätschicht;28.04.2023 20:12;28.04.2023 20:53;42;TL;Rüsten / Nachjustieren;21:25 ⏰ 0-6 - - - - - - - - -
6155;20049423;2;Nachtschicht;28.04.2023 22:44;28.04.2023 22:53;9;TL;Sonstiges => Kommentar machen;Stromausfall ganze Linie.
6156;20049423;2;Nachtschicht;28.04.2023 22:53;28.04.2023 23:14;21;TL;Sonstiges => Kommentar machen;Stromausfall ganze Linie, Einrichter an Linie.
6157;20049423;2;Nachtschicht;28.04.2023 23:43;28.04.2023 23:49;6;TL;Sonstiges => Kommentar machen;Vakuumprobleme DM / HM , Folgefehler NH Abblasprobleme.
6158;20049423;2;Nachtschicht;29.04.2023 00:00;29.04.2023 00:07;8;NH;Technischer Defekt/Reparatur;grösserer Ölverlust NH zwischen den Blöcken, Teamleiter und Einrichter an Linie, Fehlersuche, NH reinigen.
6159;20049423;2;Nachtschicht;29.04.2023 00:40;29.04.2023 00:45;6;HM;Hopper / Verschlusszufuhr;Silo aussen verstopft, Folgefehler NH Abblasprobleme.
6160;20049423;2;Nachtschicht;29.04.2023 00:48;29.04.2023 00:55;7;NH;Tuben entladen;Abblasprobleme
6168;20049536;2;Spätschicht;11.05.2023 17:43;11.05.2023 18:19;36;TL;Sonstiges => Kommentar machen;Linie Starten.
6169;20049536;2;Spätschicht;11.05.2023 18:53;11.05.2023 19:17;24;NH;Spritzen;Station 3. Maschinist in pause, ER an Linie
6170;20049536;2;Spätschicht;11.05.2023 20:33;11.05.2023 20:41;8;DM;Tuben entladen;DM: Vakuum bei Trommel schwankungen.
6171;20049536;2;Spätschicht;11.05.2023 21:31;11.05.2023 21:49;18;DM;Tuben entladen;DM: Vakuum bei Trommel schwankungen. DM Aus und einschalten. INFO TL.
6172;20049536;2;Nachtschicht;11.05.2023 22:12;11.05.2023 23:53;101;DM;Technischer Defekt/Reparatur;Vakum Probleme Schichtleiter an Linie, Abblasung zuführtrommel Luftschlauch Defekt
6173;20049648;2;Nachtschicht;12.05.2023 00:16;12.05.2023 00:45;29;PM;Boden-Bilder;Leimdüse defek Einrichter an Linie
6174;20049648;2;Nachtschicht;12.05.2023 01:53;12.05.2023 02:04;11;SS;Rumpfschneiden;Brayer hat abgestellt, Speicher Leer Einrichter an Linie
6175;20049648;2;Nachtschicht;12.05.2023 02:57;12.05.2023 03:05;8;DM;Tuben laden;Fehlerhafte Laden der Tube
6176;20049648;2;Nachtschicht;12.05.2023 03:07;12.05.2023 03:37;30;NH;Abblasen;Abblasprobleme, Station 3 Stösselüberwachung, Einrichter an Linie
6177;20049648;2;Nachtschicht;12.05.2023 04:48;12.05.2023 06:05;77;TL;Rüsten / Nachjustieren;06:01 ⏰ 1-6 - - - - - - - - -
6178;20049648;2;Frühschicht;12.05.2023 06:19;12.05.2023 06:40;21;HM;Nachziehen / Dichtigkeit;Einrichter an Linie, Verschluss in Nachziehstation A stecken geblieben, Drehmoment nicht in Ordnung, diverse Einstellungen, 5 Kartons liquidiert. Rückverfolgung Vorauftrag 20049536 einleiten.
6179;20049830;2;Frühschicht;12.05.2023 08:30;12.05.2023 08:37;7;TL;Sonstiges => Kommentar machen;NH: Mechaniker an NH , Arburg Schrauben kontrollieren, nachziehen.
6180;20049830;2;Frühschicht;12.05.2023 09:15;12.05.2023 09:25;10;DM;Tuben laden;Ladeprobleme, Vakuumschwankungen, Info DFS, Teamleiter.
6181;20049830;2;Frühschicht;12.05.2023 10:51;12.05.2023 11:01;10;HM;Nachziehen / Dichtigkeit;Verschluss in Nachziehstation A stecken geblieben, Einrichter an Linie, Info Teamleiter. PM: Karton Lasche offen, Leimdüse einstellen.
6182;20049830;2;Frühschicht;12.05.2023 12:46;12.05.2023 14:43;118;TL;Rüsten / Nachjustieren;15:47 ⏰ 6-6 - - - - - - - - -
6183;20049830;2;Spätschicht;12.05.2023 16:40;12.05.2023 17:01;21;TL;Material;Dreckige Verschlüsse Gruppierband+ Alle Schalen reinigen ER an Linie.
6184;20049830;2;Spätschicht;12.05.2023 17:29;12.05.2023 17:50;21;TL;Material;Dreckige Verschlüsse Gruppierband+Alle Schalen reinigen ER an Linie.
